127.0.0.1 - - [03/Oct/2025:20:25:06 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:44:50 +0530] "GET /IPlManagement/admindash.jsp HTTP/1.1" 200 6865
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:44:50 +0530] "GET /IPlManagement/images/csklogo.jpeg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:50:26 +0530] "GET /IPlManagement/updateTeam.jsp?code=CSK HTTP/1.1" 200 5539
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:50:26 +0530] "GET /IPlManagement/images/csklogo.jpeg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:52:04 +0530] "GET /IPlManagement/admindash.jsp HTTP/1.1" 200 6865
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:52:04 +0530] "GET /IPlManagement/images/csklogo.jpeg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:52:11 +0530] "GET /IPlManagement/admindash.jsp HTTP/1.1" 200 6865
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:52:11 +0530] "GET /IPlManagement/images/csklogo.jpeg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:52:14 +0530] "GET /IPlManagement/updateTeam.jsp?code=CSK HTTP/1.1" 200 5539
0:0:0:0:0:0:0:1 - - [03/Oct/2025:20:52:14 +0530] "GET /IPlManagement/images/csklogo.jpeg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:00:53 +0530] "GET /IPlManagement/main.jsp HTTP/1.1" 200 12351
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:00:55 +0530] "GET /IPlManagement/sai.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:25 +0530] "GET /IPlManagement/adlogin.jsp HTTP/1.1" 200 4386
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:36 +0530] "POST /IPlManagement/adminloginservlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:36 +0530] "GET /IPlManagement/admindash.jsp HTTP/1.1" 200 6865
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:36 +0530] "GET /IPlManagement/images/csklogo.jpeg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:44 +0530] "GET /IPlManagement/adminPlayers.jsp HTTP/1.1" 200 7257
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:44 +0530] "GET /IPlManagement/images/csklogo.jpeg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:48 +0530] "GET /IPlManagement/admindash.jsp HTTP/1.1" 200 6865
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:48 +0530] "GET /IPlManagement/images/csklogo.jpeg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:52 +0530] "GET /IPlManagement/addTeam.jsp HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:58 +0530] "GET /IPlManagement/updateTeam.jsp?code=CSK HTTP/1.1" 200 5539
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:01:58 +0530] "GET /IPlManagement/images/csklogo.jpeg HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:08:44 +0530] "GET /IPlManagement/admindash.jsp HTTP/1.1" 404 744
0:0:0:0:0:0:0:1 - - [03/Oct/2025:21:09:11 +0530] "GET /IPlManagement/main.jsp HTTP/1.1" 404 739
